anomalyID, srcIP, srcPort, dstIP, dstPort, taxonomy, heuristic, distance, nbDetectors, label
26,139.1.124.254,,,1080,ntscSYN,0.16118,2,anomalous
27,133.32.199.157,1194,63.157.13.215,,mptpla,0.16118,2,anomalous
27,203.141.164.81,1194,63.157.13.215,,mptpla,0.16118,2,anomalous
27,203.141.166.239,1194,63.157.13.215,,mptpla,0.16118,2,anomalous
28,,443,133.52.37.4,,mptp,0.41669,7,anomalous
29,198.125.218.226,8801,163.58.253.160,59024,alphfl,0.13761,4,anomalous
29,198.125.218.226,8801,163.58.253.160,57279,alphfl,0.13761,4,anomalous
29,198.125.218.226,8801,163.58.253.160,55380,alphfl,0.13761,4,anomalous
29,198.125.218.226,443,163.58.253.160,62200,alphfl,0.13761,4,anomalous
30,125.163.217.54,,,5007,ntscSYN,0.11673,4,anomalous
31,106.205.51.84,,,6379,mptmp,0.57667,9,anomalous
31,45.242.100.43,56975,,,mptmp,0.57667,9,anomalous
32,192.149.235.115,80,,,mptmp,0.38597,6,anomalous
32,,443,163.58.148.227,,mptmp,0.38597,6,anomalous
33,104.35.136.223,443,202.249.81.2,60416,alphfl,0.0963,3,anomalous
34,,443,,,mptmp,0.22946,5,anomalous
34,203.141.180.19,80,,,mptmp,0.22946,5,anomalous
34,17.133.53.206,80,,,mptmp,0.22946,5,anomalous
34,,80,163.58.252.234,,mptmp,0.22946,5,anomalous
35,17.133.53.200,80,,,mptmp,0.29369,5,anomalous
35,17.133.53.205,80,,,mptmp,0.29369,5,anomalous
35,17.133.53.204,80,,,mptmp,0.29369,5,anomalous
35,,443,163.58.254.95,,mptmp,0.29369,5,anomalous
36,,443,163.58.23.17,,mptp,0.0963,3,anomalous
37,,443,163.58.2.85,,mptp,0.0963,3,anomalous
38,,,203.141.164.93,80,mptpHTTP,0.13761,4,anomalous
39,,,163.58.252.148,,mptmp,0.0963,3,anomalous
39,172.162.2.182,22,,,mptmp,0.0963,3,anomalous
39,172.162.2.182,443,163.58.123.68,,mptmp,0.0963,3,anomalous
40,185.191.98.50,80,163.58.255.198,64219,alphflHTTP,0.0963,3,anomalous
41,,,163.58.66.238,,mptmp,0.10619,4,anomalous
41,,443,203.141.180.19,,mptmp,0.10619,4,anomalous
41,,443,163.58.19.59,,mptmp,0.10619,4,anomalous
42,,,203.141.169.10,,ipv4gretun,-0.14235,2,suspicious
43,101.134.217.198,59070,,137,ntscUDPOther,-0.2157,3,suspicious
44,200.90.48.59,5061,,5060,ntscUDPOther,-0.2157,3,suspicious
45,210.241.135.190,,,80,ntscSYN,-0.2157,3,suspicious
45,210.241.135.190,,,81,ntscSYN,-0.2157,3,suspicious
45,210.241.135.190,,,8080,ntscSYN,-0.2157,3,suspicious
45,210.241.135.190,,,443,ntscSYN,-0.2157,3,suspicious
46,207.151.124.110,5077,,5060,ntscUDPOther,-0.2157,3,suspicious
47,58.57.137.109,,,1433,sntscSYN,-0.2157,3,suspicious
47,58.57.137.109,,,445,sntscSYN,-0.2157,3,suspicious
48,113.108.57.57,,,1433,ntscSYN,-0.2157,3,suspicious
49,110.9.42.243,,,1433,ntscSYN,-0.2157,3,suspicious
50,185.119.127.233,,,1900,ntscUDPOther,-0.2157,3,suspicious
51,171.6.22.2,,,65533,ptmp,-0.2157,3,suspicious
52,102.235.227.181,,,1433,ntscSYN139445,-0.2157,3,suspicious
52,102.235.227.181,,,445,ntscSYN139445,-0.2157,3,suspicious
53,112.5.239.180,,,1433,ntscSYN,-0.2157,3,suspicious
54,124.209.100.117,,,445,ntscSYN139445,-0.2157,3,suspicious
55,115.6.224.111,,,445,ntscSYN139445,-0.2157,3,suspicious
56,115.95.135.158,,,1433,ntscSYN,-0.2157,3,suspicious
57,112.96.206.119,,,1433,ntscSYN,-0.2157,3,suspicious
58,60.52.37.137,,,1433,ntscSYN,-0.2157,3,suspicious
59,183.160.214.124,,,1433,ntscSYN,-0.2157,3,suspicious
60,125.130.15.1,,,1433,ntscSYN,-0.2157,3,suspicious
61,61.246.216.191,,,1433,ntscSYN,-0.2157,3,suspicious
62,114.129.227.6,,,1433,ntscSYN,-0.2157,3,suspicious
63,218.73.83.135,,,1433,ntscSYN,-0.2157,3,suspicious
64,45.225.94.57,,,1433,ntscSYN,-0.2157,3,suspicious
65,61.62.35.124,,,1433,ntscSYN,-0.2157,3,suspicious
66,49.179.110.159,,,1433,ntscSYN,-0.2157,3,suspicious
67,115.147.186.217,,,1433,ntscSYN,-0.2157,3,suspicious
68,203.141.180.19,,,1433,ntscSYN,-0.2157,3,suspicious
69,117.235.163.43,,,1433,ntscSYN,-0.2157,3,suspicious
70,222.67.228.193,,,1433,ntscSYN,-0.2157,3,suspicious
71,222.72.90.184,,,1433,ntscSYN,-0.2157,3,suspicious
72,42.142.200.169,,,445,ptmp,-0.00295,5,suspicious
73,185.69.126.99,,,5351,ntscUDPOther,-0.2157,3,suspicious
74,163.58.124.247,,,5351,ntscUDPOther,-0.2157,3,suspicious
75,124.95.51.103,,,1433,ntscSYN,-0.2157,3,suspicious
76,,22,49.184.243.143,,mptp,-0.2157,3,suspicious
77,52.60.52.81,22,203.141.166.215,33332,alphfl,-0.2157,3,suspicious
78,37.157.13.149,,,8888,ntscSYN,-0.2157,3,suspicious
78,37.157.13.149,,,3333,ntscSYN,-0.2157,3,suspicious
78,37.157.13.149,,,23,ntscSYN,-0.2157,3,suspicious
79,115.198.80.148,,,1433,ntscSYN,-0.2157,3,suspicious
80,198.125.216.20,,,1433,ntscSYN,-0.2157,3,suspicious
81,222.164.164.25,,,1433,ntscSYN,-0.2157,3,suspicious
82,1.51.94.64,,,1433,ntscSYN,-0.2157,3,suspicious
83,91.28.244.88,,,1900,ntscUDPOther,-0.2157,3,suspicious
84,203.141.180.19,,,1900,ntscUDPOther,-0.2157,3,suspicious
85,121.209.117.142,,,1433,ntscSYN,-0.2157,3,suspicious
86,,23,77.141.105.38,,mptp,-0.330598,2,suspicious
87,113.39.40.177,,,,ptmpHTTP,-0.00295,5,suspicious
88,192.142.18.167,,,1521,ntscSYN,-0.09332,4,suspicious
89,51.254.84.86,5092,,5060,ntscUDPOther,-0.20653,4,suspicious
90,125.163.217.53,,,36,ntscSYN,-0.0548,5,suspicious
91,101.85.250.225,,,1433,ntscSYN,-0.20653,4,suspicious
92,,,203.141.170.39,,mptmp,-0.337749,3,suspicious
92,17.3.50.49,993,,,mptmp,-0.337749,3,suspicious
93,163.58.176.198,443,54.36.171.69,,alphfl,-0.29604,2,suspicious
94,,,202.33.93.166,445,mptp,-0.29604,2,suspicious
95,,,0.0.0.0,,empty,-0.30396,1,suspicious
96,0.0.0.0,,,,empty,-0.30396,1,suspicious
97,,,18.154.63.219,,icmp_error,-0.29604,2,suspicious
98,,,163.58.47.229,,DDoSSYN,-0.29604,2,suspicious
99,,,37.108.67.215,443,mptp,-0.29604,2,suspicious
100,189.9.27.181,,133.52.183.180,23,salphfl,-0.29604,2,suspicious
101,,,203.141.168.1,22,mptpla,-0.29604,2,suspicious
102,133.32.140.236,22,185.104.12.231,,salphfl,-0.29604,2,suspicious
103,163.58.240.159,,149.214.50.129,443,mptpla,-0.29604,2,suspicious
103,163.58.7.123,,149.214.50.129,443,mptpla,-0.29604,2,suspicious
103,202.244.156.88,,149.214.50.129,443,mptpla,-0.29604,2,suspicious
103,163.58.36.83,,149.214.50.129,443,mptpla,-0.29604,2,suspicious
103,203.141.175.25,,149.214.50.129,443,mptpla,-0.29604,2,suspicious
104,,,133.52.166.151,43452,mptpla,-0.29604,2,suspicious
105,203.141.180.19,80,,,ptmp,-0.13859,3,suspicious
105,203.141.180.19,443,,,ptmp,-0.13859,3,suspicious
106,,,202.33.92.61,445,mptp,-0.29604,2,suspicious
107,,,163.58.253.107,,mptp,-0.29604,2,suspicious
108,,,163.58.66.238,,mptmp,-0.13859,3,suspicious
108,,443,163.58.66.237,,mptmp,-0.13859,3,suspicious
108,,80,163.58.66.237,,mptmp,-0.13859,3,suspicious
109,,,0.0.0.0,,empty,-0.13921,1,suspicious
110,0.0.0.0,,,,empty,-0.13921,1,suspicious
111,45.242.100.43,56975,,,ptmp,-0.18716,3,suspicious
112,89.132.152.116,49838,,,ptmp,-0.25671,1,suspicious
113,80.174.41.207,,163.58.254.48,,poscaSYN,-0.25671,1,suspicious
114,167.35.153.94,44060,,2525,ntscSYN,-0.24812,2,suspicious
115,,123,203.141.173.229,123,rflatNTP,-0.29604,2,suspicious
116,133.32.199.157,1194,1.100.21.28,,alphfl,-0.19649,2,suspicious
117,51.174.215.144,,203.141.166.161,53,alphfl,-0.19649,2,suspicious
118,,,163.58.70.164,,DDoSSYN,-0.25671,1,suspicious
119,,,163.58.253.240,,DDoSSYN,-0.25671,1,suspicious
120,,,54.184.35.93,,ntscICecrqICecrprp,-0.25671,1,suspicious
121,,,54.203.110.27,,ntscICecrqICecrprp,-0.25671,1,suspicious
122,193.229.87.145,,163.58.253.240,,poscaSYN,-0.25671,1,suspicious
123,176.153.51.134,45237,203.141.174.46,,heavy_hitter,-0.25671,1,suspicious
124,51.174.215.144,,203.141.166.162,53,alphfl,-0.25671,1,suspicious
125,,,190.51.75.141,,mptpla,-0.25671,1,suspicious
126,66.142.148.184,443,203.141.180.19,,malphfl,-0.13859,3,suspicious
127,17.133.53.206,443,163.58.124.106,,mptp,-0.29604,2,suspicious
127,,,163.58.124.106,,mptp,-0.29604,2,suspicious
128,202.244.159.203,443,,,ptmp,-0.13859,3,suspicious
129,,443,163.58.2.135,,mptpla,-0.29604,2,suspicious
130,193.126.111.216,45178,163.58.254.48,,poscaSYN,-0.10212,2,suspicious
131,,443,163.58.36.167,,mptp,-0.14829,2,suspicious
132,,443,163.58.26.251,,mptp,-0.14829,2,suspicious
133,125.163.217.54,,,5007,ntscSYN,-0.25671,1,suspicious
134,203.141.164.93,80,,,mptmp,-0.08273,4,suspicious
134,203.141.169.136,80,,,mptmp,-0.08273,4,suspicious
135,,,38.66.31.197,80,mptpHTTP,-0.09303,3,suspicious
136,198.125.220.212,8801,163.58.124.6,56910,alphfl,-0.14829,2,suspicious
136,198.125.220.212,8801,163.58.124.6,56909,alphfl,-0.14829,2,suspicious
136,198.125.220.212,8801,163.58.124.6,56908,alphfl,-0.14829,2,suspicious
136,198.125.220.212,443,163.58.124.6,61681,alphfl,-0.14829,2,suspicious
136,198.125.220.212,443,163.58.124.6,61675,alphfl,-0.14829,2,suspicious
137,23.230.170.60,443,163.58.254.131,,alphfl,-0.14829,2,suspicious
138,54.232.174.29,443,163.58.125.19,51770,ptmpla,-0.14829,2,suspicious
138,54.232.174.29,443,163.58.70.169,55287,ptmpla,-0.14829,2,suspicious
138,54.232.174.29,443,163.58.217.230,59252,ptmpla,-0.14829,2,suspicious
139,99.171.114.5,443,203.141.180.19,40307,ptmpla,-0.14829,2,suspicious
139,99.171.114.5,443,203.141.180.19,28220,ptmpla,-0.14829,2,suspicious
139,99.171.114.5,443,163.58.55.12,59720,ptmpla,-0.14829,2,suspicious
139,99.171.114.5,443,203.141.162.232,46989,ptmpla,-0.14829,2,suspicious
139,99.171.114.5,443,163.58.101.201,62176,ptmpla,-0.14829,2,suspicious
140,,443,163.58.253.232,,mptp,-0.14829,2,suspicious
141,,443,163.58.83.91,,mptp,-0.309231,2,suspicious
142,31.50.177.209,443,133.32.111.151,,alphfl,-0.14829,2,suspicious
143,133.32.199.157,1194,166.245.61.116,,mptpla,-0.14829,2,suspicious
143,203.141.164.81,1194,166.245.61.116,,mptpla,-0.14829,2,suspicious
143,203.141.166.239,1194,166.245.61.116,,mptpla,-0.14829,2,suspicious
144,163.58.122.194,,91.69.76.246,80,mptplaHTTP,-0.14829,2,suspicious
144,203.141.175.25,,91.69.76.246,80,mptplaHTTP,-0.14829,2,suspicious
145,13.102.116.52,443,163.58.26.251,,alphfl,-0.06091,2,suspicious
